target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available
Business Analyst,BE,84,2.1,51,86,1,3,66,76,59,70,25,2,83,49,51,65,64,47,,
Business Analyst,BE,68,1.0,69,88,4,2,57,63,40,59,25,0,69,63,57,59,72,78,,
Business Analyst,BE,48,1.4,59,100,0,2,55,98,59,53,40,0,81,59,61,71,89,52,,
Business Analyst,BE,74,2.5,70,59,6,3,65,54,45,51,56,1,60,44,41,48,71,53,,
Business Analyst,BTech,51,2.1,71,94,2,3,59,86,58,63,23,2,70,64,51,58,85,40,,
Business Analyst,PhD,66,5.6,64,100,1,3,68,71,62,76,62,0,79,54,53,71,100,51,,
Business Analyst,BE,77,3.1,76,82,4,5,73,66,74,61,46,1,85,49,66,79,74,44,,
Business Analyst,BSc,86,0.9,54,88,3,5,81,77,71,72,40,2,95,37,61,81,85,79,,
Business Analyst,BSc,70,2.0,66,70,4,4,76,76,44,63,0,2,73,60,57,86,85,70,,
Business Analyst,BE,74,2.0,66,100,1,3,59,93,45,51,58,1,87,63,39,74,91,51,,
Business Analyst,BSc,86,2.0,81,82,3,3,50,78,55,64,58,1,78,50,56,80,87,50,,
Business Analyst,BTech,62,0.9,83,91,2,2,56,84,24,37,0,1,56,57,59,60,75,45,,
Business Analyst,BE,53,2.4,90,82,1,2,56,77,49,77,53,1,68,69,43,65,64,54,,
Business Analyst,BBA,83,1.4,70,95,1,5,73,75,49,59,27,1,70,51,58,60,73,50,,
Business Analyst,BCA,72,5.6,72,98,2,3,65,98,71,69,52,0,53,69,61,60,87,54,,
Business Analyst,BTech,77,2.3,68,78,1,3,68,73,53,54,52,0,98,59,48,49,79,66,,
Business Analyst,MSc,67,4.9,75,100,1,5,71,94,66,52,98,4,63,73,24,86,100,37,,
Business Analyst,BTech,70,2.4,74,91,2,5,71,71,62,49,0,2,89,63,64,84,76,53,,
Business Analyst,MTech,62,4.9,55,98,1,3,43,80,70,78,66,0,72,62,43,67,90,36,,
Business Analyst,MCA,58,1.1,49,89,2,1,56,71,61,60,21,0,59,57,51,83,78,51,,
Business Analyst,MSc,59,2.4,73,100,2,5,73,77,45,63,0,5,63,68,35,77,81,53,,
Business Analyst,BTech,94,1.0,84,94,1,3,46,97,22,41,0,1,50,56,43,65,81,73,,
Business Analyst,BTech,72,1.8,66,87,2,4,59,98,48,67,14,2,81,68,37,58,81,23,,
Business Analyst,BSc,58,0.8,83,75,5,2,44,81,44,60,0,0,79,25,24,77,67,50,,
Business Analyst,BE,58,1.2,50,97,2,3,67,78,46,88,0,0,70,58,79,43,82,22,,
Business Analyst,BTech,82,3.1,59,64,5,3,50,52,60,53,75,0,66,37,44,62,84,72,,
Business Analyst,BE,81,0.2,51,77,3,5,72,80,54,57,0,0,63,67,73,67,89,50,,
Business Analyst,MCA,61,0.4,68,73,2,1,43,61,40,62,27,1,60,46,38,75,56,55,,
Business Analyst,BE,57,1.1,76,73,1,5,63,67,72,73,32,1,91,34,88,80,53,63,,
Business Analyst,BSc,61,3.3,75,87,2,3,62,65,58,59,0,0,57,52,41,46,85,80,,
Business Analyst,BE,27,2.0,77,65,3,4,72,70,58,82,41,3,77,39,58,58,75,61,,
Business Analyst,BTech,69,2.5,88,84,0,1,44,76,46,43,62,0,43,73,66,62,96,54,,
Business Analyst,MBA,77,1.6,67,74,2,5,62,67,77,65,0,0,76,59,43,74,56,58,,
Business Analyst,BCA,90,2.1,49,87,2,3,75,73,45,55,0,0,67,58,38,48,72,39,,
Business Analyst,BE,48,0.2,54,94,0,2,67,72,36,57,0,0,77,44,52,57,68,44,,
Business Analyst,BTech,57,1.1,87,88,2,3,70,58,38,76,60,1,97,43,58,67,62,69,,
Business Analyst,BTech,82,2.4,82,78,2,4,71,80,30,45,0,3,79,48,36,70,75,48,,
Business Analyst,MCA,71,2.6,86,66,5,3,78,75,51,52,73,2,78,43,65,81,86,41,,
Business Analyst,BBA,82,1.8,74,88,0,2,56,100,48,56,0,1,73,82,51,84,64,46,,
Business Analyst,BE,75,2.3,65,80,2,4,60,69,44,48,47,0,100,47,51,89,70,60,,
Business Analyst,BTech,74,2.8,68,98,1,5,52,89,59,63,5,3,91,51,51,53,69,56,,
Business Analyst,MCA,49,1.1,36,84,1,3,83,81,71,44,20,0,59,60,50,73,83,48,,
Business Analyst,MBA,78,2.8,70,89,0,2,56,82,59,41,53,2,96,73,30,72,80,52,,
Business Analyst,MSc,22,1.7,64,58,3,3,48,76,75,70,71,0,64,63,62,68,87,52,,
Business Analyst,PhD,70,0.4,57,54,5,3,64,68,59,51,55,0,68,43,60,82,80,35,,
Business Analyst,BTech,65,0.9,82,83,2,2,48,80,6,45,0,0,63,55,64,70,65,53,,
Business Analyst,BTech,69,2.7,88,76,1,2,51,83,32,66,75,0,64,75,86,81,88,52,,
Business Analyst,BTech,48,1.5,82,74,3,6,59,82,74,74,66,0,74,72,73,55,81,56,,
Business Analyst,BCA,54,2.5,84,67,4,3,64,87,60,52,0,0,58,73,70,66,86,52,,
Business Analyst,BE,73,1.9,59,80,1,1,59,76,40,53,36,0,74,53,40,57,75,48,,
Business Analyst,MSc,77,0.9,66,87,0,4,63,81,44,80,0,0,85,36,66,64,71,63,,
Business Analyst,MCA,84,1.3,84,59,3,4,70,84,61,43,0,3,67,81,30,75,84,71,,
Business Analyst,BE,89,5.0,93,91,2,3,59,86,54,76,0,0,64,70,51,48,80,63,,
Business Analyst,BTech,51,4.1,71,73,2,4,79,59,48,52,48,2,81,49,55,100,85,59,,
Business Analyst,PhD,77,2.0,62,77,2,3,46,63,64,57,18,0,79,79,50,68,63,68,,
Business Analyst,MCA,87,1.6,56,70,4,4,79,69,53,54,95,0,81,46,80,85,82,48,,
Business Analyst,MSc,68,6.5,80,100,1,4,77,99,62,50,87,0,75,54,65,75,100,43,,
Business Analyst,BTech,68,1.0,88,91,1,1,47,91,41,25,0,0,39,67,76,51,62,45,,
Business Analyst,MBA,58,4.8,96,87,2,5,71,87,76,86,33,3,81,65,65,50,89,30,,
Business Analyst,MCA,41,0.9,68,82,2,3,43,72,86,73,0,0,59,32,62,72,71,45,,
Business Analyst,BCA,76,2.0,96,90,1,2,57,63,63,52,0,0,80,60,42,75,76,46,,
Business Analyst,BSc,67,1.3,61,88,1,3,61,88,44,64,44,0,82,42,63,73,75,66,,
Business Analyst,BTech,30,2.2,47,80,1,4,63,75,48,56,45,2,56,57,76,61,83,19,,
Business Analyst,BTech,84,5.4,63,100,1,5,77,91,75,57,100,3,95,43,67,91,97,71,,
Business Analyst,BTech,65,1.2,56,63,2,2,66,76,47,67,56,1,65,56,50,57,76,32,,
Business Analyst,BE,32,4.6,71,89,1,3,71,54,60,63,54,2,80,64,45,79,92,75,,
Business Analyst,BE,74,1.1,78,49,4,4,67,82,68,58,51,1,90,58,54,71,82,59,,
Business Analyst,BTech,53,2.2,67,76,2,4,81,61,47,48,21,3,74,63,58,80,83,59,,
Business Analyst,BTech,77,1.6,67,75,2,1,45,81,56,57,20,0,76,69,48,59,84,51,,
Business Analyst,BE,81,2.9,66,86,2,5,53,83,82,58,22,0,76,62,72,52,60,58,,
Business Analyst,MBA,41,4.5,49,79,1,5,61,80,57,75,34,1,92,80,48,62,65,62,,
Business Analyst,BTech,53,3.2,100,73,3,3,51,72,50,23,0,2,77,50,70,56,76,69,,
Business Analyst,BE,63,1.7,68,73,2,5,49,69,77,86,40,0,80,54,77,80,67,61,,
Business Analyst,BBA,70,1.0,74,89,2,3,72,78,53,57,50,0,90,57,57,77,86,36,,
Business Analyst,MBA,51,1.9,62,77,2,3,48,77,82,57,83,0,68,27,57,95,99,61,,
Business Analyst,BTech,50,0.1,88,85,4,2,57,68,38,44,0,1,54,63,70,46,66,33,,
Business Analyst,BTech,59,1.8,62,100,1,1,52,77,65,52,31,0,63,58,38,82,80,54,,
Business Analyst,BTech,39,3.9,81,65,2,3,77,61,45,64,35,3,81,41,50,87,82,55,,
Business Analyst,BTech,70,1.0,55,70,3,2,82,79,41,35,0,1,74,67,62,43,67,61,,
Business Analyst,BTech,93,1.8,84,65,2,2,56,74,29,13,29,1,65,58,75,63,69,65,,
Business Analyst,MTech,88,3.5,80,95,1,1,67,71,26,66,57,0,78,71,58,99,99,32,,
Business Analyst,MTech,68,2.1,78,98,1,3,55,85,71,82,48,2,93,71,52,76,91,59,,
Business Analyst,MBA,75,5.6,72,97,1,4,83,100,56,80,0,2,56,64,56,68,80,71,,
Business Analyst,BTech,45,1.7,56,96,1,2,61,84,52,50,39,0,82,53,46,75,74,59,,
Business Analyst,MSc,83,2.8,74,89,0,2,70,59,51,33,51,1,83,54,34,83,96,72,,
Business Analyst,BTech,62,0.7,68,64,2,4,61,70,52,64,44,1,74,72,58,76,92,57,,
Business Analyst,MCA,54,2.7,76,67,2,5,66,75,61,60,58,2,100,34,74,53,81,79,,
Business Analyst,BE,90,1.7,68,58,3,2,38,62,46,58,35,0,84,71,67,67,66,66,,
Business Analyst,BTech,22,0.6,86,100,0,4,63,81,55,54,77,4,68,72,32,73,100,65,,
Business Analyst,BTech,75,0.7,78,100,1,3,37,99,39,52,26,0,67,40,53,79,83,70,,
Business Analyst,BTech,45,1.1,66,67,4,2,42,76,14,67,56,2,75,51,44,90,74,54,,
Business Analyst,MBA,71,2.7,66,88,1,1,60,83,58,53,30,1,69,62,43,68,71,44,,
Business Analyst,MSc,73,2.4,65,93,0,5,73,78,65,87,68,2,84,64,42,78,94,60,,
Business Analyst,BE,65,1.3,45,91,1,2,75,100,47,54,37,0,88,37,44,75,86,64,,
Business Analyst,BTech,80,1.7,87,99,1,4,33,100,44,53,0,2,68,55,42,52,81,65,,
Business Analyst,Diploma,42,2.2,77,76,3,2,46,78,65,61,27,1,77,68,36,70,83,23,,
Business Analyst,BTech,29,3.9,61,87,0,4,68,63,65,61,84,3,73,65,49,75,92,71,,
Business Analyst,BSc,69,1.4,56,67,2,2,74,87,64,33,18,0,56,84,32,68,82,63,,
Business Analyst,BCA,34,1.6,72,65,2,3,70,94,45,53,0,2,53,70,59,55,68,37,,
Business Analyst,MSc,91,2.8,64,86,1,5,78,87,57,75,37,0,68,66,49,79,89,64,,
Business Analyst,BE,54,3.0,72,88,1,2,67,84,55,65,49,2,75,71,56,75,100,40,,
Business Analyst,BE,37,1.4,97,85,2,3,63,68,54,70,40,0,64,49,40,63,63,45,,
Business Analyst,BBA,32,1.7,52,89,1,1,69,89,52,62,39,1,55,67,68,62,93,55,,
Business Analyst,BTech,53,3.0,72,77,0,5,67,78,63,58,76,4,73,75,53,73,90,45,,
Business Analyst,MTech,88,1.4,80,70,3,4,67,70,51,72,0,1,84,51,60,77,92,35,,
Business Analyst,MSc,42,2.1,40,100,0,1,74,100,42,60,0,0,57,75,44,66,84,52,,
Business Analyst,BE,96,2.0,68,75,4,1,59,80,30,55,0,0,53,50,59,68,60,50,,
Business Analyst,MSc,46,1.5,58,74,0,2,66,73,58,23,53,0,85,47,38,63,81,56,,
Business Analyst,MBA,57,3.4,83,71,4,5,70,80,73,58,0,0,63,48,85,83,91,65,,
Business Analyst,BTech,62,1.3,46,78,2,3,67,82,40,62,0,1,48,46,56,56,64,47,,
Business Analyst,BTech,68,0.9,82,45,5,5,59,66,66,58,0,0,75,69,77,68,65,63,,
Business Analyst,MCA,66,2.2,78,88,3,2,36,57,79,59,74,0,76,60,51,60,74,63,,
Business Analyst,BSc,76,2.1,49,87,3,5,79,80,64,67,55,2,95,31,67,83,79,82,,
Business Analyst,BE,63,1.3,54,75,2,2,50,84,48,43,0,0,62,46,49,37,64,46,,
Business Analyst,BTech,60,2.6,88,66,1,3,69,73,41,24,37,2,62,44,74,59,82,55,,
Business Analyst,MCA,74,0.6,82,72,2,6,54,75,28,85,68,3,79,49,63,80,67,54,,
Business Analyst,BE,42,1.4,73,75,2,2,59,80,49,87,31,2,69,61,53,64,93,18,,
Business Analyst,BTech,61,3.7,81,82,2,2,73,70,32,40,28,0,83,62,46,95,73,45,,
Business Analyst,BTech,84,2.0,69,76,2,3,68,72,31,50,0,0,89,35,59,55,60,60,,
Business Analyst,BE,58,1.1,45,95,1,2,65,95,61,61,0,1,68,66,68,55,87,38,,
Business Analyst,MSc,47,5.0,55,74,4,3,78,82,70,64,72,1,57,63,42,69,99,48,,
Business Analyst,BTech,57,3.9,79,89,1,4,72,73,37,58,25,3,92,49,49,96,92,77,,
Business Analyst,BCA,60,2.9,71,69,2,2,68,80,38,43,77,0,79,52,51,62,90,42,,
Business Analyst,MSc,51,2.2,59,99,0,4,55,100,41,73,0,2,68,65,34,61,78,40,,
Business Analyst,BTech,32,0.4,47,94,1,1,51,73,59,60,20,0,67,78,50,68,80,51,,
Business Analyst,PhD,84,1.4,75,61,5,4,69,77,50,50,0,2,72,52,59,59,60,72,,
Business Analyst,BSc,41,3.6,78,83,4,3,66,78,56,52,60,2,70,48,55,85,68,41,,
Business Analyst,BTech,37,2.3,57,72,2,6,72,73,50,59,92,0,75,57,57,76,81,40,,
Business Analyst,BTech,41,0.4,73,48,5,3,47,76,56,62,0,0,76,58,67,77,57,51,,
Business Analyst,Diploma,65,1.4,56,78,1,3,75,74,57,38,43,0,81,58,15,59,81,55,,
Business Analyst,BTech,68,0.9,85,92,4,4,63,65,76,51,0,2,82,68,57,72,87,40,,
Business Analyst,BCA,68,2.7,76,82,2,3,61,89,64,63,35,0,54,53,68,82,96,64,,
Business Analyst,MCA,80,3.1,90,75,1,4,75,86,55,52,83,2,91,49,64,90,98,58,,
Business Analyst,MBA,36,0.6,52,97,2,4,50,93,62,33,42,0,73,71,55,71,83,64,,
Business Analyst,BTech,88,1.1,66,82,4,3,44,67,51,49,0,0,87,62,57,53,81,89,,
Business Analyst,MCA,68,3.2,97,83,4,2,47,56,66,59,70,1,78,65,37,55,92,67,,
Business Analyst,BE,73,0.8,63,75,4,2,44,73,59,72,72,0,61,59,67,72,66,55,,
Business Analyst,BTech,60,0.7,57,88,2,5,84,67,53,47,11,0,62,65,54,72,74,64,,
Business Analyst,BCA,57,2.8,76,84,1,6,69,87,87,95,0,0,82,54,85,80,58,64,,
Business Analyst,MBA,66,5.5,83,92,2,5,77,85,67,73,65,3,92,71,52,73,87,14,,
Business Analyst,PhD,73,1.5,54,91,0,4,64,78,64,60,43,0,79,49,50,71,79,56,,
Business Analyst,BTech,71,2.8,69,86,4,7,74,59,66,69,64,3,89,45,45,74,97,88,,
Business Analyst,BTech,48,1.0,58,100,2,2,52,92,47,52,49,0,78,44,59,87,80,52,,
Business Analyst,BTech,77,3.7,59,100,0,5,82,81,75,69,42,4,86,60,46,80,76,49,,
Business Analyst,BE,42,4.5,71,89,0,4,57,63,64,80,89,2,81,77,56,74,93,84,,
Business Analyst,MSc,47,0.7,80,82,2,3,63,76,43,53,71,3,62,72,51,87,92,60,,
Business Analyst,BTech,85,2.6,92,97,1,4,59,74,92,69,67,3,100,87,44,76,100,48,,
Business Analyst,BTech,61,1.4,58,81,1,3,71,79,75,57,0,0,84,59,52,72,94,39,,
Business Analyst,BTech,71,1.3,78,99,0,3,40,100,34,59,0,2,55,60,31,64,84,61,,
Business Analyst,BBA,68,1.7,65,87,1,3,52,67,31,73,0,0,83,57,38,76,85,77,,
Business Analyst,MTech,69,3.4,72,96,0,4,76,74,74,51,71,2,55,71,42,76,97,42,,
Business Analyst,MBA,73,6.4,91,100,1,3,73,76,41,73,67,2,84,70,59,88,95,30,,
Business Analyst,BTech,74,0.7,62,77,3,3,62,89,67,56,80,0,88,41,65,99,92,36,,
Business Analyst,MCA,59,2.7,70,78,3,2,72,77,54,44,0,2,74,60,21,52,93,42,,
Business Analyst,MSc,32,1.9,66,86,0,3,70,92,42,54,27,0,62,73,31,64,67,34,,
Business Analyst,MTech,78,2.3,79,78,2,3,74,62,52,53,58,0,88,59,59,99,92,29,,
Business Analyst,BTech,72,0.8,55,100,2,4,55,89,58,57,0,1,79,57,54,54,86,69,,
Business Analyst,MBA,40,2.8,80,97,1,5,95,76,41,87,0,3,77,41,55,77,68,67,,
Business Analyst,BE,76,2.7,90,85,1,4,66,75,57,63,46,2,94,40,81,57,67,46,,
Business Analyst,BTech,73,1.4,79,57,4,4,52,68,59,68,18,1,76,50,75,64,67,55,,
Business Analyst,BTech,57,1.7,50,81,1,3,72,90,57,49,0,0,67,57,48,59,83,55,,
Business Analyst,BE,83,0.9,49,84,2,3,58,81,56,68,0,1,74,58,52,54,79,61,,
Business Analyst,MCA,64,1.5,74,75,4,4,69,84,60,57,28,2,78,52,50,62,66,61,,
Business Analyst,BTech,90,1.3,49,79,1,1,56,79,55,80,45,0,79,49,47,64,76,39,,
Business Analyst,BBA,53,5.6,83,99,0,3,65,74,83,58,44,2,84,61,37,59,96,66,,
Business Analyst,PhD,71,1.0,44,85,1,0,54,74,45,43,0,0,62,62,81,57,61,60,,
Business Analyst,MSc,84,0.9,68,96,1,3,58,83,52,63,75,0,77,36,46,85,69,70,,
Business Analyst,BTech,58,1.7,61,86,3,3,74,84,57,50,50,0,88,53,51,77,58,73,,
Business Analyst,BTech,74,1.0,71,66,3,3,73,74,35,42,16,0,83,43,64,60,68,50,,
Business Analyst,BBA,53,1.1,61,100,2,4,78,93,43,57,0,0,75,53,46,43,70,50,,
Business Analyst,BTech,61,2.1,70,87,1,2,59,80,45,29,0,1,61,51,60,70,81,51,,
Business Analyst,MCA,68,3.7,74,71,3,4,55,69,58,51,68,3,94,58,52,66,90,74,,
Business Analyst,BCA,80,1.2,54,97,1,4,88,78,47,54,0,1,62,62,45,68,70,41,,
Business Analyst,Diploma,79,1.8,62,78,2,4,86,81,55,72,79,0,79,58,74,85,74,31,,
Business Analyst,BTech,70,1.3,76,99,3,4,68,68,62,56,42,3,72,66,52,78,81,54,,
Business Analyst,MSc,41,1.8,62,54,2,1,32,76,50,57,62,0,58,62,65,76,81,57,,
Business Analyst,MTech,89,4.4,84,86,0,2,69,76,35,63,76,2,78,68,59,100,98,33,,
Business Analyst,BTech,42,2.6,73,75,1,2,50,68,54,80,0,0,73,88,61,56,83,57,,
Business Analyst,BSc,69,2.6,80,96,1,3,46,80,58,48,24,0,65,59,49,48,85,49,,
Business Analyst,BSc,86,1.6,69,63,4,3,43,62,54,65,26,0,71,69,46,53,86,33,,
Business Analyst,BE,68,3.3,81,90,2,6,78,70,88,70,46,2,99,72,56,75,93,53,,
Business Analyst,BE,55,4.0,69,84,1,2,67,81,50,61,0,0,57,76,62,41,70,43,,
Business Analyst,BBA,45,0.8,76,75,2,2,50,68,61,75,21,0,62,49,65,60,89,41,,
Cloud Engineer,BE,82,2.0,91,70,1,4,49,76,32,57,91,0,76,88,29,61,56,60,,
Cloud Engineer,MTech,48,4.3,55,69,2,3,64,78,35,50,88,0,66,54,35,77,68,77,,
Cloud Engineer,MCA,82,1.0,63,88,0,4,91,90,64,32,0,3,72,56,62,49,72,53,,
Cloud Engineer,BE,18,2.3,66,90,0,2,40,97,39,54,0,0,85,51,63,63,63,35,,
Cloud Engineer,BCA,75,0.4,60,85,5,2,40,98,16,33,44,2,67,89,54,64,75,62,,
Cloud Engineer,BTech,88,2.5,73,87,2,4,71,96,42,32,0,1,53,71,55,49,95,48,,
Cloud Engineer,BTech,60,0.8,71,100,0,3,59,66,44,36,28,3,93,65,67,88,86,73,,
Cloud Engineer,BE,82,0.5,33,37,6,3,93,64,12,46,22,2,97,21,42,74,52,71,,
Cloud Engineer,BTech,62,5.5,54,97,0,6,94,68,55,82,82,6,100,78,43,83,100,58,,
Cloud Engineer,BSc,34,1.2,100,62,3,3,100,56,43,77,62,2,64,81,64,85,80,55,,
Cloud Engineer,BE,49,1.5,44,100,0,3,70,59,64,56,0,0,60,58,72,46,68,65,,
Cloud Engineer,MSc,35,0.7,39,64,2,4,84,54,47,68,11,2,100,49,47,52,96,30,,
Cloud Engineer,BTech,77,0.8,69,90,0,4,57,78,70,64,84,0,77,69,81,79,91,44,,
Cloud Engineer,BE,62,1.6,52,83,5,3,76,56,51,22,0,1,74,43,77,63,73,31,,
Cloud Engineer,MSc,82,3.6,71,82,3,4,77,85,74,68,0,1,75,54,60,68,87,45,,
Cloud Engineer,MBA,72,3.8,64,67,1,4,72,70,75,62,100,3,84,72,55,77,100,61,,
Cloud Engineer,BTech,77,4.8,65,100,1,6,100,87,54,98,75,2,88,9,38,87,69,52,,
Cloud Engineer,MTech,78,0.7,79,100,3,1,56,77,48,43,0,0,33,66,42,71,59,34,,
Cloud Engineer,MBA,66,1.1,100,100,1,5,45,69,79,60,0,3,62,56,56,45,73,94,,
Cloud Engineer,MTech,46,1.0,35,100,0,4,66,100,42,76,0,0,57,80,31,55,64,57,,
Cloud Engineer,BCA,53,0.4,65,74,1,1,51,88,57,57,42,1,70,51,65,71,93,59,,
Cloud Engineer,MCA,36,0.1,60,59,5,1,56,75,43,35,35,0,48,64,79,57,70,72,,
Cloud Engineer,BSc,53,0.1,65,79,0,2,68,77,46,18,0,0,26,82,79,66,48,61,,
Cloud Engineer,BE,85,0.7,47,78,4,5,64,63,87,55,43,1,92,53,38,44,100,73,,
Cloud Engineer,MTech,47,2.2,86,95,0,2,29,67,68,66,35,0,82,88,27,55,90,48,,
Cloud Engineer,MCA,59,0.6,46,96,0,4,94,90,43,57,39,0,62,74,80,64,82,13,,
Cloud Engineer,BTech,12,0.5,90,90,3,3,49,53,16,45,0,0,50,55,53,38,59,73,,
Cloud Engineer,BE,79,0.4,70,84,0,0,46,73,43,74,56,0,30,84,10,74,99,54,,
Cloud Engineer,MSc,37,3.0,47,100,0,4,87,100,87,86,43,2,78,36,54,79,91,34,,
Cloud Engineer,BTech,57,0.5,72,87,1,6,94,76,52,65,0,4,60,62,45,48,39,52,,
Cloud Engineer,MCA,75,0.4,78,90,0,0,39,70,51,16,0,0,49,43,50,47,72,32,,
Cloud Engineer,BTech,83,2.5,38,100,0,3,86,78,93,63,0,0,61,56,78,79,78,54,,
Cloud Engineer,BTech,42,1.2,42,85,0,6,72,89,63,71,50,6,85,71,82,64,84,46,,
Cloud Engineer,MCA,85,1.2,84,39,5,4,65,57,37,57,64,0,82,98,57,76,93,51,,
Cloud Engineer,BCA,84,7.0,94,100,1,4,42,100,63,85,69,1,82,29,66,69,86,85,,
Cloud Engineer,MSc,36,4.1,94,66,2,4,75,65,40,69,0,0,62,71,33,64,76,67,,
Cloud Engineer,BTech,51,4.3,55,47,3,5,92,74,47,49,48,0,94,50,75,60,67,63,,
Cloud Engineer,BSc,90,0.6,59,100,1,0,75,85,58,70,0,0,55,68,57,55,44,31,,
Cloud Engineer,BE,64,1.5,73,18,8,0,66,4,66,31,59,0,88,64,17,73,60,45,,
Cloud Engineer,BTech,89,4.7,71,99,0,3,62,99,50,74,60,3,76,19,44,69,100,66,,
Cloud Engineer,BTech,96,0.9,64,98,0,2,43,100,41,76,0,1,51,60,47,80,60,79,,
Cloud Engineer,BTech,92,0.1,76,70,4,2,46,81,48,63,67,0,88,52,49,80,91,44,,
Cloud Engineer,BE,66,1.4,53,83,2,4,57,78,39,8,25,4,81,32,57,46,76,84,,
Cloud Engineer,BTech,25,1.8,51,77,2,3,67,69,61,49,39,1,100,38,85,39,83,59,,
Cloud Engineer,BE,65,0.9,90,82,2,0,51,83,55,61,0,0,61,24,63,39,66,40,,
Cloud Engineer,MSc,87,0.5,81,66,0,0,75,81,16,55,34,0,71,42,45,60,67,13,,
Cloud Engineer,MTech,29,1.5,55,100,3,5,69,87,80,100,0,0,59,49,72,68,89,90,,
Cloud Engineer,MSc,82,6.6,85,74,2,6,78,95,78,42,100,5,100,55,100,80,94,65,,
Cloud Engineer,BTech,49,1.3,79,100,0,3,74,73,38,66,0,0,60,53,45,86,59,56,,
Cloud Engineer,BCA,69,1.0,70,60,6,4,63,95,42,60,84,4,92,45,40,72,80,49,,
Cloud Engineer,BSc,53,1.5,90,66,2,0,62,96,67,31,100,0,88,73,33,87,84,22,,
Cloud Engineer,MSc,14,1.9,85,83,2,4,72,81,87,54,0,2,70,80,61,57,84,9,,
Cloud Engineer,BBA,83,0.8,59,53,3,2,63,100,40,63,61,2,68,68,66,89,81,56,,
Cloud Engineer,BTech,66,2.7,73,90,2,2,58,56,86,100,32,1,52,59,28,64,71,57,,
Cloud Engineer,BTech,44,1.4,58,82,4,3,52,76,53,61,0,0,75,57,58,28,57,80,,
Cloud Engineer,MBA,70,0.6,55,100,2,4,62,100,64,44,90,0,82,82,47,71,95,53,,
Cloud Engineer,MSc,64,2.6,76,94,1,6,68,82,47,61,100,0,79,60,64,100,100,59,,
Cloud Engineer,BTech,96,0.7,55,85,0,3,68,87,34,62,9,0,73,51,78,74,84,61,,
Cloud Engineer,BTech,78,0.2,70,31,7,3,52,61,7,34,44,0,65,91,67,60,97,43,,
Cloud Engineer,Diploma,81,6.5,88,100,1,3,54,83,71,74,81,2,60,52,38,54,90,62,,
Cloud Engineer,MCA,75,0.1,79,66,3,0,51,57,56,30,0,0,77,53,60,62,55,70,,
Cloud Engineer,MCA,99,1.2,57,71,2,7,76,51,53,71,73,7,100,99,67,69,57,37,,
Cloud Engineer,BTech,28,1.5,51,77,2,4,53,73,77,86,65,4,95,47,34,82,88,65,,
Cloud Engineer,BTech,83,0.3,62,96,0,0,84,70,62,60,0,0,32,86,52,53,46,36,,
Cloud Engineer,MSc,53,1.0,60,100,0,4,52,80,58,65,0,3,76,76,72,54,70,24,,
Cloud Engineer,BE,87,2.7,58,83,0,3,96,78,97,73,50,0,80,76,43,66,96,39,,
Cloud Engineer,MCA,87,4.3,79,100,2,3,100,80,80,76,0,1,73,66,46,57,79,55,,
Cloud Engineer,BE,52,0.3,65,32,4,3,54,50,40,25,47,0,69,71,51,80,98,66,,
Cloud Engineer,MCA,83,1.3,75,36,4,2,56,82,49,44,32,0,78,46,38,77,79,26,,
Cloud Engineer,BTech,38,0.9,52,78,1,6,85,94,55,29,80,0,59,40,75,84,83,45,,
Cloud Engineer,MCA,84,2.5,53,100,0,4,77,72,72,61,71,4,78,37,83,77,100,82,,
Cloud Engineer,BE,80,8.4,93,94,1,7,58,70,85,95,100,6,80,59,48,71,100,46,,
Cloud Engineer,BE,84,3.0,100,91,1,4,75,66,80,72,40,4,86,30,79,58,91,71,,
Cloud Engineer,MTech,55,1.0,60,91,0,2,88,82,32,41,29,0,50,77,52,58,100,37,,
Cloud Engineer,BSc,92,4.9,100,96,1,5,83,62,65,35,61,1,100,87,48,93,90,37,,
Cloud Engineer,BTech,38,2.7,43,100,0,5,75,96,76,40,93,0,77,74,51,51,81,78,,
Cloud Engineer,Diploma,49,2.1,71,91,1,5,48,94,64,60,54,4,100,67,69,64,75,81,,
Cloud Engineer,BTech,90,0.3,100,89,1,2,66,68,44,78,0,0,50,62,69,60,85,14,,
Cloud Engineer,MBA,48,1.3,44,54,2,1,53,51,62,14,65,0,71,76,47,44,80,81,,
Cloud Engineer,MTech,74,2.8,66,72,1,6,45,96,80,50,50,2,100,68,50,65,100,34,,
Cloud Engineer,BBA,9,4.4,81,64,2,2,79,100,31,34,27,1,66,70,73,87,68,40,,
Cloud Engineer,MTech,88,1.1,39,82,1,1,59,88,42,41,70,1,83,39,92,55,76,65,,
Cloud Engineer,BE,64,5.2,74,100,1,7,94,89,70,70,87,6,75,71,92,70,100,55,,
Cloud Engineer,BE,40,2.2,54,100,1,3,82,69,72,69,34,0,56,50,75,71,77,67,,
Cloud Engineer,BTech,41,4.7,96,58,4,1,39,70,32,70,54,0,86,68,22,67,100,72,,
